Product,Product Category,Product Group,Concentration_sq_Sum,TPSA_weighted_Sum,InactiveAidCount_weighted_Sum,HydrogenBondDonorCount_weighted_Sum,TautomerCount_weighted_Sum,BondChiralCount_weighted_Sum,ActiveAidCount_weighted_Sum,IsotopeAtomCount_weighted_Sum,HydrogenBondAcceptorCount_weighted_Sum,XLogP_weighted_Sum,BondChiralUndefCount_weighted_Sum,TotalAidCount_weighted_Sum,MolecularWeight_weighted_Sum,BondChiralDefCount_weighted_Sum,TotalFormalCharge_weighted_Sum,Complexity_weighted_Sum,AtomChiralDefCount_weighted_Sum,AtomChiralUndefCount_weighted_Sum,AtomChiralCount_weighted_Sum,RotatableBondCount_weighted_Sum,CovalentUnitCount_weighted_Sum,HeavyAtomCount_weighted_Sum,Final_Count,Initial_Count,Inclusion_Rate
SPANISH SAGE (Salvia lavandulaefolia Vahl.),SALVIA SPECIES,Spices & Condiments,99512192500,8348285,274345200,33850,908800,14350,2496350,0,590750,1724025,11050,321955950,101398829.4,3300,0,128478090,0,896250,896250,476250,657750,7313650,18,58,0.3103448276
SATUREJA THYMBRA L.,SATUREJA SPECIES,Spices & Condiments,78002715000,7346390,128518450,360350,3249100,0,3397700,0,365950,1684460,0,166389450,72566224.35,0,0,58200160,29550,41900,71450,479100,496100,5326950,14,22,0.6363636364
SUMMER SAVORY (Satureja hortensis L.),SATUREJA SPECIES,Spices & Condiments,193489500000,9258200,29453500,456500,4078000,0,3211000,0,460500,1688850,0,69520500,78878807.5,0,0,64435200,0,56000,56000,534500,532000,5780500,11,24,0.4583333333
WINTER SAVORY (Satureja montana L.),SATUREJA SPECIES,Spices & Condiments,133486447500,8103940,30551000,381050,3341100,7800,2551650,0,412700,1838590,0,62718700,81682441,7800,0,66212320,37050,65300,102350,622850,554250,5988200,21,44,0.4772727273
THYMUS VULGARIS L.,THYME (Thymus species),Spices & Condiments,133315875995,8851676.815,182117616.7,385981.55,3352031.55,36000,3898397.05,0,463413.1,2767774.945,3000,224975679.1,115090045.6,33000,0,96113201.2,25950,290650,316600,1001431.55,824331.55,8422783.95,60,109,0.5504587156
THYMUS ZYGIS L.,THYME (Thymus species),Spices & Condiments,170501787500,11683325,163983900,548650,4650000,1000.000001,4443700,0,604100,2938435,0,215348850,127108396.8,1000.000001,0,103469360,52500.00001,175050,227550,940400,867950,9321700,30,64,0.46875
"THYMUS, OTHER TYPES",THYME (Thymus species),Spices & Condiments,221370310000,25455040,236680750,1017150,4907750,266050,4420500,0,1386900,4685820,167450,291102800,231982802.8,98600,0,230800800,744750,610500,1355250,2767150,1492700,16761800,44,156,0.2820512821
BOURBON VANILLA (Vanilla planifolia Andrews),VANILLA,Spices & Condiments,315999075.3,996831.95,7973422.5,22911,105151.4,0,157835.1,0,62892.2,25762.02,0,9155820.4,3172712.779,0,0,2802571.55,0.1,0,0.1,39981.4,21221.6,229403.8,8,216,0.03703703704
"ETHIOPIAN PEPPER, GUINEA PEPPER (X. aethiopica)",XYLOPIA SPECIES,Spices & Condiments,74636000000,2859600,21087000,132000,420000,0,495000,0,153000,1187100,0,29979000,59938287,0,0,71948600,0,610000,610000,398000,420000,4353000,6,25,0.24
XYLOPIA PARVIFLORA (A. RICH) BENTH.,XYLOPIA SPECIES,Spices & Condiments,4561000000,2090500,20023000,74000,203000,14000,206000,0,119000,581200,0,23801000,30248553,14000,0,35905000,19000,311000,330000,156000,203000,2200000,14,28,0.5
"AUBERGINE, EGGPLANT (Solanum melongena L.)",,Vegetables,0.000000271205,0.009789,0.152651,0.00002,0.001775,0.00017,0.003377,0,0.00063,0.0074995,0,0.17221,0.258470943,0.00017,0,0.1480275,0,0.00016,0.00016,0.007997,0.001665,0.01852,30,45,0.6666666667
CARROT (Daucus carota L.),,Vegetables,1635826585,820748.8813,7301825.392,44334.115,44402.15201,40.0380005,257632.146,0,44429.207,-6453.50189,39.9700005,72995314.73,1946891.143,0.068,0,140786.033,0.1900005,68.5700025,68.760003,521.737011,44376.292,126488.686,48,97,0.4948453608
CHICORY ROOT (roasted),,Vegetables,75263250,1049006.5,6538085,32575,15540,0,24390,0,55440,-12748,0,7296655,1505396.14,0,0,1206781,0,8735,8735,24360,15540,100580,5,37,0.1351351351
CUCUMBER (Cucumis sativus L.),,Vegetables,23.174025,189.8385,489.04,0,14.845,10.35,21.185,0,11.09,19.488,2.1,588.875,1197.517535,8.25,0,813.095,0,0,0,41.75,10.995,85.18,7,49,0.1428571429
ENDIVE (Cichorium endivia L.),,Vegetables,3.6975,101.95,488.95,3.1,6.55,3.475,4.775,0,5.4,8.5075,0.625,535.5,539.80005,2.85,0,263.0525,0,0.15,0.15,17.975,5.4,37.8,12,119,0.1008403361
HORSERADISH (Armoracia lapathifolia),,Vegetables,27569402.69,235163.46,1113278.6,0,5336.7,0,89333,0,10586.7,12639.49,0,1281361.6,526612.2308,0,0,433732.5,0,0,0,10590.4,5336.7,31952,3,21,0.1428571429
LAMB'S LETTUCE (Valerianella locusta),,Vegetables,6.34555,227.747,746.65,4.59,11.565,4.145,5.1,0,14.175,21.554,0.98,801.1,1412.91106,3.165,0,1082.425,0,2.895,2.895,38.175,10.52,100.85,32,104,0.3076923077
LENTILS,,Vegetables,27.57217138,188.88812,1911.2858,7.57,11.7529,0,49.54085,0,9.6082,-1.51536,0,6012.2924,429.288741,0,0,68.50503,0,0.03,0.03,1.469,9.7929,27.96635,30,32,0.9375
LETTUCE (Lactuca sativa L.),,Vegetables,105269382.3,12585.65,8509.6,10359,10440.5,14,41777.9,0,10367.5,-7154.98,0,124297.8,181273.11,14,0,3259.13,0,0,0,85.7,10349.5,10722.7,15,20,0.75
PEAS (Pisum sativum L.),,Vegetables,40115.90447,3543.6854,32775.7225,3.74025,407.81227,0.145,3018.49876,0,206.53628,-60.24238,0,41742.89852,9125.906113,0.145,0,2164.399795,0,0.02,0.02,3.24077,205.50726,621.11011,40,164,0.243902439
RHUBARB,,Vegetables,40195665.62,6761.2,3204.5,6357.6,6357.6,0,25463.8,0,6357.6,-4416.99,0,73478.2,109832.161,0,0,891.53,0,0,0,24.9,6357.6,6476.4,6,42,0.1428571429
SAUERKRAUT,,Vegetables,25120.79,12972.25,166087.9,482.5,442.5,0,25069.3,0,505,-30.98,0,231213.6,29005.4561,0,0,15912.53,0,0,0,640.4,252.5,2070.4,9,30,0.3
WASABI (Wasabi japonica) (Japanese horseradish),,Vegetables,91872225,425574,2032020,0,9585,0,162945,0,19170,23004,0,2338740,950391.09,0,0,781177.5,0,0,0,19170,9585,57510,1,23,0.04347826087
"WAX GOURD, WINTER MELON (Benincasa hispada Cogn)",,Vegetables,0.41650016,26.5688702,58.113012,0.07,2.280401,0.94,6.362805,0,1.670402,2.6836004,0,76.824626,154.1522349,0.94,0,92.5060705,0,0.02,0.02,5.680401,1.390401,10.883207,13,14,0.9285714286
GARLIC (Allium sativum L.),ALLIUM SPECIES,Vegetables,4147751.004,62696.729,121003.58,2394.82,3367.1,0.88,7899.65,0,4731.59,4812.256,0.88,246527.33,316999.9142,0,0,93323.442,0,27.67,27.67,6739.35,3356.21,16683.37,27,46,0.5869565217
LEEK (raw) (Allium porrum L.),ALLIUM SPECIES,Vegetables,806.75,754.7,1746,3.5,63.5,23,43.5,0,43.5,70.95,0,2151,4317.6045,23,0,2278,0,0,0,151,43.5,304.5,5,45,0.1111111111
NIRA (Allium tuberosum Rottl.),ALLIUM SPECIES,Vegetables,927.1884,3659.716,5263.46,2.58,62.54,2.52,94.68,0,145.9,113.274,1.72,5776.82,7452.0174,0.8,0,1572.942,0,0.78,0.78,149.16,62.22,343.26,27,34,0.7941176471
NOBIRU (Allium grayi Regal),ALLIUM SPECIES,Vegetables,1237.1972,4641.458,3469.82,11.16,282.28,3.6,40.9,0,220.92,1077.728,2.6,3732.82,38130.0246,1,0,20217.572,31.8,24.4,56.2,1822.54,175.22,2531.9,46,46,1
ONION (Allium cepa L.),ALLIUM SPECIES,Vegetables,1043.93015,3976.464518,13886.94504,28.34,83.3600005,4.13,152.4700015,0,174.900001,221.2464997,3.2,15699.56015,12791.45126,0.93,0,4634.023015,0,0,0,294.16,83.3600005,731.785002,19,109,0.1743119266
GLOBE ARTICHOKE (Cynara scolymus L.),ARTICHOKE,Vegetables,0.00001444676625,0.17378805,1.486883,0.0051,0.014052,0.000825,0.0337125,0,0.0096455,0.01819065,0.00003,2.1872825,1.187807193,0.000795,0,0.79109295,0.0006,0.00135,0.00195,0.0180215,0.0100815,0.085589,38,48,0.7916666667
JERUSALEM ARTICHOKE (Helianthus tuberosus),ARTICHOKE,Vegetables,0.000000094001,0.00646,0.09713,0.00003,0.001061,0,0.00225,0,0.00044,0.0050128,0,0.14219,0.163614821,0,0,0.074851,0,0,0,0.007121,0.000961,0.011608,18,20,0.9
ASPARAGUS (cooked),ASPARAGUS (Asparagus officinalis L.),Vegetables,131.7104,809.6758109,7040.951651,24.440004,54.540063,2.340005,39.210062,0,42.440049,34.7630609,2.060001,7500.091851,2924.18736,0.280004,0,1459.925754,0,7.170005,7.170005,68.000093,29.160034,198.880297,107,116,0.9224137931
ASPARAGUS (raw),ASPARAGUS (Asparagus officinalis L.),Vegetables,1225.4161,2364.129,18153.7,71.26,176.21,35.05,842.2,0,141.54,53.781,0.05,26070.3,6899.49161,35,0,7900.055,0,0.36,0.36,106.91,36.11,495.64,9,140,0.06428571429
BEANS (raw),BEANS,Vegetables,2.14495649,50.22834,510.8277,1.552,3.7687,0,13.628,0,2.6334,-0.41283,0,738.9518,122.0924527,0,0,30.52061,0,0.02,0.02,0.46,2.6787,8.0581,31,175,0.1771428571
BEETROOT (cooked),BEETROOT (Beta vulgaris L.),Vegetables,0.0144,4.3560425,9.840061,0,0.120001,0,0.360001,0,0.240002,-0.0720004,0,36.600074,9.376054133,0,0,3.4800853,0,0,0,0,0.120001,0.480005,2,18,0.1111111111
BEETROOT (raw),BEETROOT (Beta vulgaris L.),Vegetables,77440900.62,9610.84343,411.2559,8831.40215,8831.40215,0,35208.8,0,8831.40215,-6179.162905,0,97345.0559,150961.9292,0,0,143.05215,0.00645,0,0.00645,1.9,8831.40215,8871.72795,7,10,0.7
CHINESE CABBAGE,BRASSICA CAMPESTRIS,Vegetables,503.6,760.2,800,22,31.4,24.1,24.1,0,35.8,43.3,0,892.2,3330.0773,24.1,0,2027.16,0,3.3,3.3,91,31.4,231.5,6,31,0.1935483871
TURNIP,BRASSICA CAMPESTRIS,Vegetables,28.25,201.25,1865.5,7,11,7,12.5,0,10.5,16.7,0,1976,1051.6695,7,0,489.1,0,0,0,35,10.5,73.5,5,32,0.15625
CABBAGE (cooked),CABBAGE (Brassica oleracea),Vegetables,55205129.46,8306.7425,4156.915,7461.74,7467.05,0.395,29884.18,0,7467.315,-5186.9925,0.05,86927.42,129098.3904,0.345,0,1049.4025,0,0,0,28.83,7465.895,7609.515,50,56,0.8928571429
CABBAGE (raw),CABBAGE (Brassica oleracea),Vegetables,150.1749979,1186.260902,12692.55972,38.522005,203.020014,13.3665,1311.131507,0,62.419024,24.9376268,0.0765,17746.00578,3031.50768,13.29,0,3079.709898,0.3270015,1.062503,1.3895045,44.8555505,20.924014,214.60262,70,97,0.7216494845
KALE,CABBAGE (Brassica oleracea),Vegetables,232867984.4,16326.1,2827.8219,15300.6,15304.4565,0,61153.2552,0,15308.3,-10670.91775,0,171462.3414,263156.9795,0,0,1794.54725,0,3.3,3.3,43,15302.2565,15481.1345,24,24,1
KOHLRABI,CABBAGE (Brassica oleracea),Vegetables,8954.699925,9587.479156,7807.400701,25.855001,353.435012,26.175,188.025008,0,467.81501,449.5385623,0.04,9120.980728,31814.13399,26.135,0,21349.02153,247.5,1.26,248.76,534.525097,247.455011,1987.775146,75,83,0.9036144578
"CAPSICUM ANNUUM (Bell pepper, sweet pepper)",CAPSICUM SPECIES,Vegetables,0.32568425,34.746,260.7965,0.66,4.1405,0.867,6.0575,0,2.135,4.72895,0,310.592,252.1610495,0.867,0,205.4153,0,0.33,0.33,5.37,1.9075,18.292,29,97,0.2989690722
BROCCOLI (cooked),CAULIFLOWER and BROCCOLI,Vegetables,0.372712,49.0864,34.354,0.06,2.108,0.07,0.952,0,2.532,3.4544,0,37.494,208.104434,0.07,0,173.5342,1.6,0.01,1.61,3.862,1.408,14.052,18,21,0.8571428571
CAULIFLOWER (cooked),CAULIFLOWER and BROCCOLI,Vegetables,0.1616,46.606,77.23,0.22,1.66,0.11,4.51,0,2.15,2.864,0,89.27,157.51982,0.11,0,95.832,0.16,0.01,0.17,4.6,1.18,10.05,28,48,0.5833333333
CAULIFLOWER (raw),CAULIFLOWER and BROCCOLI,Vegetables,40658299.65,8994.2,5926,6485.1,6485.1,0,25583.3,0,6485.1,-4479.65,0,77307.1,114160.4147,0,0,1563.31,0,0,0,19.7,6485.1,6765.2,8,40,0.2
CELERY LEAVES and/or STALKS,CELERY (Apium graveolens L.),Vegetables,384174460.3,22017.7521,52662.605,19704.77,19828.646,4.987,79109.99,0,19763.249,-13083.5435,0.147,274243.485,366109.3037,4.84,0,32901.33,14.36,155.737,170.097,316.762,19820.582,21977.553,58,164,0.3536585366
CELERY ROOT (Apium graveolens L. var. rapaceum),CELERY (Apium graveolens L.),Vegetables,5945.548297,3272.029405,2413.210037,6.11,203.196014,10.800003,59.077002,0,245.523008,470.146915,8.050002,2965.97207,26691.23436,2.750001,0,33986.61277,157.67,44.450009,202.120009,417.643007,145.833006,1934.922076,26,79,0.3291139241
CELERY SEED OIL,CELERY (Apium graveolens L.),Vegetables,599014182500,3512113.41,134232100,9550,1016252.1,31900.7,1634000,0,261301.4,3078180,0.7,137981850,133426616.6,31900,0,165410611.5,64500,815750.7,880250.7,1205050.7,927450.7,9788009.8,18,57,0.3157894737
PARSLEY LEAVES,PARSLEY (Petroselium species),Vegetables,1305605.961,48233.34014,508888.251,6.400002,3261.000014,6.4,3048.800017,0,5055.30001,7000.48002,0,532029.6012,430224.2033,6.4,0,498669.1215,0,189.9000045,189.9000045,5907.600008,2435.700012,31404.50012,27,85,0.3176470588
PARSLEY ROOT,PARSLEY (Petroselium species),Vegetables,1025,1142.5,0,50,45,40,0,0,60,222.5,40,0,10896.14,0,0,16325,5,50,55,375,45,800,3,3,1
PARSLEY SEED OIL,PARSLEY (Petroselium species),Vegetables,29036851.69,173573.5,2984969.8,29.7,8069.7,21,5377,0,18574,22166.86,0,3099594.3,1392212.704,21,0,1473836,0,1793,1793,21705,7590.7,101312.7,15,24,0.625
POTATO (cooked or boiled),POTATO (Solanum tuberosum L.),Vegetables,0.003814317502,2.0715971,10.1381,0.0152,0.201805,0.008551,0.189101,0,0.120054,0.2337489,0.003701,11.805452,12.57213942,0.00485,0,5.99572,0,0.0039,0.0039,0.472706,0.115052,0.88607,33,97,0.3402061856
POTATO (raw),POTATO (Solanum tuberosum L.),Vegetables,0.03502866,9.00816865,145.530257,0.2625005,0.4237005,0.058,2.5576055,0,0.479301,0.62850095,0,180.510561,36.52598746,0.058,0,23.265752,0,0,0,0.8192005,0.3291005,2.6151045,8,56,0.1428571429
RADISH (raw),RADISH (Raphanus sativus L.),Vegetables,71413136.72,13285.45,10504.6,8629.5,8729.5,118,34046.6,0,8712,-5652.71,0,105523.7,166150.5545,118,0,10589.19,0,0,0,488.1,8712,10018.1,15,60,0.25
DEFATTED SOYBEAN,SOYBEAN (Glycine max. L. merr.),Vegetables,7774.5069,16599.65,56341.38,541.2,1140.53,126.9,2977.06,0,935,380.99,42.5,73590.38,43247.74146,84.4,0,45515.168,10,0,10,527.02,257.35,3112.68,38,61,0.6229508197
SOYBEAN,SOYBEAN (Glycine max. L. merr.),Vegetables,24.024856,266.5058373,2601.546046,11.720001,15.188001,0,34.410006,0,13.678002,9.9289998,0,6408.945131,951.9170581,0,0,244.945431,0,0.8,0.8,20.622,13.784001,64.218004,25,262,0.09541984733
SOYBEAN (heated),SOYBEAN (Glycine max. L. merr.),Vegetables,2.9575,105.522,23.39,0,6.8,0,0.01,0,8.18,4.489,0,28.49,509.34383,0,0,354.406,0,0,0,2.78,4.09,37.5,15,111,0.1351351351
TOMATO FRESH,TOMATO (Lycopersicon esculentum Mill.),Vegetables,35117247.79,912295.3889,4589213.482,27893.15201,7898.255769,36.454185,100752.8208,0,48347.86445,-10209.71715,16.93099,5701431.439,1378495.493,19.523195,0,1545227.624,80.01,1422.218365,1502.228365,36343.57277,7778.728767,93314.87177,111,421,0.2636579572
TOMATO JUICE,TOMATO (Lycopersicon esculentum Mill.),Vegetables,133025.807,8724.4454,87691.548,419.058,441.277,0.122,1093.431,0,432.328,-173.1671,0.048,191178.05,15279.06663,0.074,0,1309.0323,0,0.125,0.125,18.161,431.791,963.079,24,145,0.1655172414
TOMATO PASTE,TOMATO (Lycopersicon esculentum Mill.),Vegetables,62.53793625,578.87635,933.382,10.682,49.378,0.065,10.43,0,31.3435,16.74075,0.032,1079.501,1696.729696,0.033,0,1282.11955,0,1.311,1.311,16.4835,17.5675,111.742,45,119,0.3781512605
